text,true_category,pred_category,text_length
"павлодар облысында жаңа прокурор тағайындалды павлодар облысында жаңа прокурор тағайындалды павлодар облысында жаңа прокурор тағайындалды, - деп хабарлайды tengrinews.kz қазақстан бас прокуратурасының сайтына сілтеме жасап. павлодар облысында жаңа прокурор тағайындалды, - деп хабарлайды tengrinews.kz қазақстан бас прокуратурасының сайтына сілтеме жасап. ""қазақстан республикасының бас прокуроры асхат дауылбаевтың 2014 жылғы 21 қазандағы №155/6 бұйрығымен, қазақстан республикасы президентінің келісімімен мұхтар әкебайұлы жөргенбаев павлодар облысының прокуроры қызметіне тағайындалды"", - делінген бас прокуратура сайтында. айта кетейік, жақында маңғыстау облысында жаңа прокурор тағайындалған болатын. бұл орынға тағайындалған дастан сартаев бұған дейін павлодар облысының прокуроры болған.",other,politics,794
"иракта ереуілге шыққандар парламент ғимаратына басып кірді иракта ереуілге шыққандар парламент ғимаратына басып кірді ирак астанасы бағдадта жүздеген ереуілші парламент ғимаратына басып кіріп, саяси және дипломатиялық ғимараттар орналасқан аумаққа өтті, - деп хабарлайды tengrinews.kz тілшісі deutsche welle сайтына сілтеме жасап. ирак астанасы бағдадта жүздеген ереуілші парламент ғимаратына басып кіріп, саяси және дипломатиялық ғимараттар орналасқан аумаққа өтті, - деп хабарлайды tengrinews.kz тілшісі deutsche welle сайтына сілтеме жасап. шерушілер шииттердің ықпалды діни қызметкері муктада әл-садрдың жақтастары және олар мохаммеда әл-суданидің жақында премьер-министр лауазымына ұсынылуына қарсы екенін көрсетті. now - protestors storm #iraq’s parliament in baghdad.pic.twitter.com/bk5fpvg2wk басылым мәліметінше, наразылық білдірушілер бағдадтағы ирак өкілдер кеңесінің ғимаратына басып кірген. ол қаланың ""жасыл аймағында"" - елшіліктер мен мемлекеттік мекемелер орналасқан ерекше қорғалатын аймақта орналасқан. ереуілшілер ғимаратқа кірген кезде бірде-бір заң шығарушы болмағаны атап өтілді. people are protesting inside iraq’s parliament. in the so-called largest democracy, even mps are not even allowed to protest! pic.twitter.com/pfmfvkui52 уақытша премьер-министр мұстафа әл-кадими демонстранттарды ""тез арада кетуге"" шақырды. сондай-ақ, ол өз мәлімдемесінде қауіпсіздік күштері мемлекеттік мекемелер мен шетелдік өкілдіктерді қорғауды қамтамасыз ететінін, сондай-ақ қауіпсіздік пен тәртіпке кез келген зиянның алдын алатынын ескертті. ©reuters ""екі рәкат (мұсылман намазы – авт.еск.) оқып, аман-есен үйге оралыңдар"", – деді ас-садр. ©reuters саяси партиялар өткен қазандағы сайлаудан кейін ұлттық көшбасшыны таңдау туралы келісімге келе алмады. ©reuters еске салайық, бұған дейін шри-ланкада наразылық білдірушілер ел президентінің резиденциясына басып кірген еді.",other,international,1880
"паралимпиада-2020: қазақстандық дзюдошы финалда жеңіліп, күміс медаль алды паралимпиада-2020: қазақстандық дзюдошы финалда жеңіліп, күміс медаль алды қазақстандық дзюдошы теміржан дәулет токио олимпиадасының финалында жеңілді, - деп хабарлайды tengrinews.kz тілшісі. қазақстандық дзюдошы теміржан дәулет токио олимпиадасының финалында жеңілді, - деп хабарлайды tengrinews.kz тілшісі. 73 келіге дейінгі салмақта дәулет алтын медальді өзбекстандық феруз саидовпен сарапқа салған. өзбек балуаны иппон ұпайымен жеңді. еске салайық, 1/8 финалда теміржан дәулеттің қарсыласы әзербайжандық рамиль гасимов бозкілемге шықпай, техникалық жеңіліс тіркелген. ал ширек финалда дәулет неміс николай корнхасты, жартылай финалда грузин георгий калданиді жеңген болатын. осылайша, қазақстан қоржынына токио паралимпиадасының үшінші медалі түсті. бұған дейін давид дегтярев (пауэрлифтинг) ""алтын"", әнуар сариев (дзюдо) күміс медаль алған еді.",other,sports,924
"төрт президент киевке барады төрт президент киевке барады еуропаның төрт президенті украина астанасына барады, - деп хабарлайды tengrinews.kz тілшісі reuters агенттігіне сілтеме жасап. еуропаның төрт президенті украина астанасына барады, - деп хабарлайды tengrinews.kz тілшісі reuters агенттігіне сілтеме жасап. литва президенті гитанас науседа, польша президенті анджей дуда, эстония президенті алар карис және латвия президенті эгилс левитс украин басшысы владимир зеленскиймен кездесу үшін киевке барады. heading to kyiv with a strong message of political support and military assistance. lithuania 🇱🇹 will continue backing ukraine's 🇺🇦 fight for its sovereignty and freedom.разом до перемоги! pic.twitter.com/wlb5yr5w69 ""біз киевке саяси қолдау көрсетуге және әскери көмек туралы жақсы хабарлама алып барамыз. литва украинаның егемендігі мен бостандығы үшін күресін қолдайды"", - деп жазды науседа twitter-де және украин тілінде: ""жеңіске бірге!"" деп қосты. польша президент әкімшілігі украина астанасында төрт мемлекет басшылары зеленскиймен кездесетінін растады. ""біздің мақсатымыз - президент зеленскийді және украинаның қорғаушыларын осы ел үшін шешуші сәтте қолдау. балтық елдері өңірдегі қауіпсіздік мәселелеріндегі біздің негізгі әріптестеріміз. біз киевке бірге барамыз деп шештік. польша сапардың ұйымдастырушысы және украинамен бірге оның логистикасы мен қауіпсіздігін қамтамасыз етеді"", - деді халықаралық саясат бюросының басшысы якуб кумоч.",politics,international,1456
"смайыловтың әкесі жамбыл облысының құрметті азаматы болды смайыловтың әкесі жамбыл облысының құрметті азаматы болды премьер-министр әлихан смайыловтың әкесі асхан смайыловқа жамбыл облысының құрметті азаматы атағы берілді, - деп хабарлайды tengrinews.kz тілшісі. премьер-министр әлихан смайыловтың әкесі асхан смайыловқа жамбыл облысының құрметті азаматы атағы берілді, - деп хабарлайды tengrinews.kz тілшісі. бұл мәселе сегізінші шақырылған жамбыл облыстық мәслихатының тұрақты комиссиясында қаралды. комиссия отырысы 18 қазанда өткен. асхан смайыловтан бөлек, тізімде 7 азамат бар. депутаттар бұл ұсынысты бірауыздан қолдады. премьер-министр әлихан смайылов әкесі жайлы құттықтауларының бірінде былай деген еді: ""менің әкем асхан смайылов өмірін медицинаға арнап, дәрігер болып қызмет етті. бала күнімізде бұл мамандықтың маңызы мен жауапкершілігін сезініп өстік"", - деген еді әлихан смайылов. айта кетейік, премьер-министрдің әкесі асхан смайылов мамандығы бойынша - дәрігер. алматыда бас хирург болып және №7, №17 ауруханаларда бас дәрігер болған. құрметті азамат - кеңестік конституция талаптарын бұлжытпай орындап, адамгершілік үлгісін танытқан, коммунистік құрылысқа үздік еңбек сіңірген барлық азаматтарға берілетін атақ. республикалық дәрежедегі ""құрметті азамат"" атағы жоғарғы кеңес президиумының қаулысымен, ал қалалық, ауылдық дәрежедегі атақтар жергілікті кеңестердің шешімімен беріледі. құрметті азамат атағын беру кеңес адамдары арасында коммунистік тәрбиені нығайтып, оларды жаңа еңбек табыстарына жетуге жігерлендіруді мақсат етеді.",other,politics,1549
"семейдегі зауыт жұмысшылардың 84 миллион теңгеге жуық жалақысын кешіктірген семейдегі зауыт жұмысшылардың 84 миллион теңгеге жуық жалақысын кешіктірген семей машина жасау зауытының қызметкерлері президент қасым-жомарт тоқаевқа видео үндеу жасады. олар жалақыны жүйелі түрде кешіктіру мәселесін шешуді сұрайды, қарыз 84 миллион теңгеге дейін өскен, - деп хабарлайды tengrinews.kz. семей машина жасау зауытының қызметкерлері президент қасым-жомарт тоқаевқа видео үндеу жасады. олар жалақыны жүйелі түрде кешіктіру мәселесін шешуді сұрайды, қарыз 84 миллион теңгеге дейін өскен, - деп хабарлайды tengrinews.kz. ер адамдардың айтуынша, зауыт жұмысшыларға төрт ай бойы жалақы бермеген, мұндай жағдай бірнеше жылдан бері қайталанып келеді. қызметкерлер өз отбасыларын қамтамасыз ету, жылыту маусымына дайындалу қажет екенін түсіндірді, ал бұл уақытта олар жай күтуге мәжбүр. ""бұл жағдай екі жылдан бері жалғасып келеді. сонымен қатар, зейнетақы да, медициналық сақтандыру да төленбейді, адамдар жай ғана ауруханаға барып, қарала алмайды. балалары киімсіз, аяқкиімдері жоқ, ал мектептерде оқу басталды. алда жылыту маусымы келе жатыр, біз коммуналдық қызметтерді төлей алмаймыз, отынды да, көмірді де сатып ала алмаймыз"", - дейді бір топ ер адам. сондай-ақ, кәсіпорын жұмысшылары отбасын асырау үшін бұрыннан алған несиелерін өтей алмай, жаңа несие ала алмайтындарын айтады. барлық мүлік бұрыннан ломбардқа өткізілген. өтініш білдірген ер адамдар президенттен жағдайға ықпал етуді сұрайды. олар зауыттың теміржол люктерінен басқа тапсырыстарды орындауға мүмкіндігі бар екенін атап өтті. абай ауданы әкімінің баспасөз қызметі өкілдерінің айтуынша, облыс әкімі нұрлан ұранхаев семмашзавод кәсіпорнының қызметкерлерімен кездескен. нәтижесінде семейдегі зауытты қалпына келтіру мәселесін реттейтін жұмыс тобы құрылды. ""қазір кәсіпорында қайта қалпына келтіру жұмысы жүріп жатыр, осыған байланысты жұмысшыларға еңбекақы төлеуде қиындықтар туындады. жазда сот кәсіпорынды қайта қалпына келтіру жоспарын бекітті. қарыз маусымнан қыркүйекке дейін 84 млн теңгеге жуықтаған"", - деп хабарлады абай ауданы әкімінің баспасөз қызметі өкілдері. облыс әкімі жағдайды өз бақылауына алды. жұмыс тобының өкілдерімен мәселе әрі қарай зерттелетін болады.",other,economy,2226
"француздық дүкен тұтынушыларға өз тауарын ұрлауға рұқсат берді француздық дүкен тұтынушыларға өз тауарын ұрлауға рұқсат берді француздық distance спорттық тауарлар дүкені тұтынушыларға өз заттарын ұрлауға рұқсат берді. алайда бір шарты бар - ұрлық тек белгіленген жерлерден жасалу керек және күзетшіден қашып кету міндеттеледі, - деп хабарлайды tengritravel.kz тілшісі. алайда бұл оңай шаруа емес - өйткені күзетші қызметін танымал спринтер микаэля зезе атқарады. тауарларды rob it to get it (""мұны алу үшін, ұрла"") деп жазылған жерден алу қажет. әзірге тек бір ғана әдіс жарамды: спортшының біреудің соңынан қуалаған сәтін бақылап отырып, лезде заттарды алып кету қажет. саяхат қызықтары мен пайдалы ақпаратты instagram және facebook парақшаларынан оқи аласыз!",crime,other,761
"жетісу облысының әкімдігі қайда орналасатыны айтылды жетісу облысының әкімдігі қайда орналасатыны айтылды жетісу облысының әкімдігі талдықорғандағы неке сарайы ғимаратында орналасады. бұл ақпаратты алматы облысы әкімдігі растады, - деп хабарлайды tengrinews.kz тілшісі. жетісу облысының әкімдігі талдықорғандағы неке сарайы ғимаратында орналасады. бұл ақпаратты алматы облысы әкімдігі растады, - деп хабарлайды tengrinews.kz тілшісі. ""бұл уақытша. салтанат сарайы ғимараты жұмыс күндері бос болған соң таңдалды, салтанатты іс-шаралар өткізілмейді"", - деді алматы облысы әкімінің баспасөз хатшысы руслан ербота. фото: алматы облысының әкімдігі / facebook ахаж ғимаратының жалпы ауданы - 3531 шаршы метр. мұнда талдықорған және облыстың жақын аудандарының жас жұбайлары тіркелген. алдағы уақытта некені тіркеу жергілікті жұмыспен қамту және әлеуметтік қорғау басқармасының ғимаратында жүргізілетіні белгілі болды. салтанатты неке қию рәсімі бикен римова атындағы театрда өтеді. фото: алматы облысының әкімдігі / facebook әлеуметтік желілерден алынған суреттер айта кетейік, талдықорғандағы неке сарайы 2017 жылы салынған еді. құрылысқа бір миллиардтан аса қаражат жұмсалған. ғимаратта қалыңдық пен күйеу жігіттің бөлмелері, некені салтанатты тіркеу залы, қонақтарға арналған күту залы, 160 орындық мейрамхана, кең холл және мәжіліс залы бар.",politics,other,1339
"ақтауда қоғамдық көліктерге ashyq енгізіледі ақтауда қоғамдық көліктерге ashyq енгізіледі ashyq жүйесі ақтау қаласындағы қоғамдық көліктерге енгізіледі, - деп хабарлайды tengrinews.kz тілшісі inaktau.kz сайтына сілтеме жасап. ashyq жүйесі ақтау қаласындағы қоғамдық көліктерге енгізіледі, - деп хабарлайды tengrinews.kz тілшісі inaktau.kz сайтына сілтеме жасап. caspiy avtopark тасмалдаушысы жолаушыларды ashyq арқылы отырғызуы қажет екені туралы маңғыстау облысының әкімдігі хабардар еткен. автобус кіреберісінде жолаушы өзінің ""жасыл"" немесе ""көк"" мәртебесін растауы керек. ""18 жасқа дейінгі балаларға тексеруден өтудің қажеті жоқ. автобусқа ""қызыл"" және ""сары"" мәртебесі бар адамдар кіргізілмейді"", - делінген caspiy avtopark хабарламасында. №107 маршрут бойынша қызмет көрсететін компания өкілдері әзірше жаңа талаптарды ""қолданып көріп"" жатқанын айтты. ""бүгіннен бастап көлік ashyq жүйесінде жұмыс істейді. біз алгоритмді әзірлегенде, процесті қалай ыңғайлы ұйымдастыруға болатынын қарастырамыз. заманауи смартфондары немесе интерне жоқтар жсн арқылы тексеріледі. біз ешкімді көшеде қалдырмаймыз, бәрі автобусқа отыра алады"", - деді компанияның операциялық жетекшісі жәнібек миралиев. басылым мәліметінше, №107 маршрутта 8 автобус бар. оларда кептеліс уақытында жолаушы көп болады. сондықтан ashyq арқылы өту жүйесі іс жүзінде қалай жұмыс істейтінін айту қиын. айта кетейік, бұған дейін атыраудың қоғамдық көліктерінде жолаушылар мәртебесі ashyq арқылы тексеріле бастағаны хабарланған болатын.",health,other,1498
"алматы әкімдігі өкілі лаура мырзағалидің жаңа қызметке тағайындалуы туралы қауесетке пікір білдірді алматы әкімдігі өкілі лаура мырзағалидің жаңа қызметке тағайындалуы туралы қауесетке пікір білдірді алматы әкімдігі өкілі қоғамдық денсаулық сақтау басқармасы (қдсб) басшысының орынбасары лаура мырзағалидің жаңа қызметке тағайындалуы туралы қауесетке пікір білдірді. бұған дейін kozachkov offside telegram-арнасында ол қалалық емханалардың бірінің бас дәрігері болып тағайындалуы мүмкін екені туралы ақпарат пайда болған еді, - деп хабарлайды tengrinews.kz тілшісі. алматы әкімдігі өкілі қоғамдық денсаулық сақтау басқармасы (қдсб) басшысының орынбасары лаура мырзағалидің жаңа қызметке тағайындалуы туралы қауесетке пікір білдірді. бұған дейін kozachkov offside telegram-арнасында ол қалалық емханалардың бірінің бас дәрігері болып тағайындалуы мүмкін екені туралы ақпарат пайда болған еді, - деп хабарлайды tengrinews.kz тілшісі. ""лаура мырзағалиді алматы емханаларының бірінің бас дәрігері қызметіне тағайындау туралы ақпарат шындыққа жанаспайды. ол денсаулық жағдайына байланысты демалыста"", - деді алматы әкімдігінің баспасөз қызметі өкілі. 4 мамырда алматының мемлекеттік қызмет істері департаменті алматы қалалық денсаулық сақтау басқармасы басшысының орынбасары лаура мырзағалиді қызметінен босатуды ұсынды. ол өткен айдың басында даулы видеоның кесірінен жұмысынан уақытша шеттетілген еді. жоғары лауазымды шенеуніктің теріс қылықтары мемлекеттік қызмет істері департаменті жанындағы әдеп жөніндегі кеңес отырысында қаралды. ""қдсб жауапты лауазымды тұлғаларына қатысты жүргізілген қызметтік тергеу нәтижелері мемлекеттік қызметке кір келтіретін теріс қылықтар мен этикаға сай келмейтін әрекеттер бар екенін көрсетті. кеңес мүшелерінің шешімімен мемлекеттік қызметке кір келтіретін теріс қылықтары үшін лаура мырзағалиді лауазымынан босату түріндегі жазалау шарасын қолдану ұсынылды. сондай-ақ, қдсб басшысы нариман табынбаевты әдеп кодексін бұзғаны үшін сөгіс түрінде тәртіптік жауапкершілікке тарту ұсынылды"", - деді алматы мемлекеттік қызмет істері департаментінің баспасөз қызметі өкілі. осы оқиғадан кейін алматы қдсб басшысының орынбасары бүгінге дейін денсаулық жағдайына байланысты демалыста.",health,politics,2208
"баспанаға ақша қалай жинаймыз? ең маңызды лайфхактар баспанаға ақша қалай жинаймыз? ең маңызды лайфхактар баспана аламын деп ақша жинап жүрген жандар нені ескеруі қажет? ақшаны қалай оңай үнемдеуге болады? бұл сұрақтарға tengrinews.kz тілшісіне экономика ғылымдарының кандидаты құралай сакибаева жауап берді. баспана аламын деп ақша жинап жүрген жандар нені ескеруі қажет? ақшаны қалай оңай үнемдеуге болады? бұл сұрақтарға tengrinews.kz тілшісіне экономика ғылымдарының кандидаты құралай сакибаева жауап берді. маманның айтуынша, кез келген адам ""шын мәнінде баспана алғым келе ме?"" деген сұраққа жауап іздеуі қажет. экономист баспана алғысы келіп, ақша жинап жүргендерге арналған қарапайым кеңестерді айтты. 1. көрпеңе қарай көсілу ең алдымен баспана алғыңыз келетін жердегі пәтерлердің, тұрғын үйлердің бағасына салыстырмалы түрде талдау жүргізіп алу керек. орталықта орналасқан үйлерді алу қиынға соқса, жұмысты немесе басқа да қажеттіліктерді ескеріп, белгілі бір ауданды таңдау қажет. айта кетейік, қазақстанда 2011 жылдан бастап 2021 жылғы мамырға дейінгі баға көрсеткіші орта есеппен (ұлттық статистика бюросының деректері бойынша) 11 жыл ішінде бір шаршы метр үшін 154-тен 336 мың теңгеге дейін, яғни 2,2 еседен аса қымбаттаған. сондай-ақ, былтыр тұрғын үй бағасы қарқынды өскені байқалғаны айтылды. алғашқы бес айда нұр-сұлтандағы жаңа құрылыстардағы пәтер құны бір шаршы метр үшін 9,2 пайызға, бүкіл ел бойынша 9,1 пайызға қымбаттаған. 2. кіріс-шығысты басқару отбасына ай сайын түсетін қаржының 80-90 пайызын баспанаға жұмсамау үшін, табыс көлемі мен шығын мөлшерін талдап, жүйелеп алу керек. табысыңызды арттыратын мүмкіндік болмаса, шығынды азайтуға тура келеді. шығын тұрақты және айнымалы болып бөлінеді. ол ай сайын өзгеріссіз төленеді. оған коммуналды төлем, балабақшаға төлейтін қаржы, несие, т.с.с. жатады. ол - көлемі жағынан үнемі өзгеріп отыратын шығын. мысалы, қыс мезгілінде азық-түлік алуға көп ақша жұмсауыңыз мүмкін, ал басқа айларда оның мөлшері азырақ болып жатады. ақшаны қалай үнемдеу қажет?",international,social,2023
"zenly қосымшасы туралы сарапшы пікір білдірді zenly қосымшасы туралы сарапшы пікір білдірді zenly қосымшасы жастар арасында танымал, тіпті ресейдегі ең көп жүктелген үшінші қосымша болған. бұл қызмет тұрған жеріңізді достарыңызбен бөлісуге, олардың орналасқан жерін бақылауға мүмкіндік береді. қазақстандық сарапшы, қазақстан ғаламтор қауымдастығының президенті шавкат сабыров балалар мен жасөспірімдердің орналасқан жері туралы осындай ашық ақпарат қаншалықты қауіпсіз болатыны туралы айтты, - деп хабарлайды tengrinews.kz тілшісі. zenly қосымшасы жастар арасында танымал, тіпті ресейдегі ең көп жүктелген үшінші қосымша болған. бұл қызмет тұрған жеріңізді достарыңызбен бөлісуге, олардың орналасқан жерін бақылауға мүмкіндік береді. қазақстандық сарапшы, қазақстан ғаламтор қауымдастығының президенті шавкат сабыров балалар мен жасөспірімдердің орналасқан жері туралы осындай ашық ақпарат қаншалықты қауіпсіз болатыны туралы айтты, - деп хабарлайды tengrinews.kz тілшісі. ""қосымшаның орналасқан жеріңізді бөлісуге мүмкіндік беретін басқа қызмет түрлерінен айырмашылығы жоқ. хабар алмасуға мүмкіндік береді. сондай-ақ, телефон туралы әртүрлі ақпарат беріледі, мысалы, оның қуаты туралы ақпарат береді. бірақ бұл жерде басқа мәселе көріп тұрған жоқпын. геолокация жіберу үнемі қыдырып жүретін, мекемелерге, сауда орталықтарына баратын жастар арасында өте танымал. бағдарлама дайындаушылар қауіпсіздік шараларын қарастырған, тек сіз жіберген адам ғана орналасқан жеріңізді көре алады, басқа ешкім қадағалай алмайды. facebook-те де үнемі орналасқан жерімізді бөлісеміз, әлеуметтік желі біз кірген сайын орналасқан жеріміз туралы ақпарат алады. кейде жастарға достарының қайда екенін білу маңызды, себебі біреу кешігіп келуі мүмкін. басқа жағынан бұл қызмет өзге әлеуметтік желілерден қауіпті емес"", - деді шавкат сабыров. қазақстан ғаламтор қауымдастығының президенті қосымшаны балалардың өздері қаласа, ата-ана тарапынан бақылау әдісі ретінде де қолдануға болатынын айтты. ата-ана әрқашан баласының қайда екенін, неге кешіккенін, тіпті балаларының кіммен сөйлесіп жатқанын біле алады. шавкат сабыров бұл функция өте пайдалы болуы мүмкін екенін, өйткені балаға үнемі қоңырау шалып, ұялтпауға болатынын атап өтті. zenly хабар алмасуға мүмкіндік беретін басқа танымал мессенджерлерден айтарлықтай ерекшеленбейді. ""қосымшаға 13 жастан бастап тіркелуге рұқсат етіледі. сонымен қатар, бала орналасқан жері туралы ақпаратты кімге рұқсат беретінін өзі таңдайды. менің ойымша, жаман ойы бар адамдар баланы алдағысы келсе, мұны басқа жолмен жасай алады. ата-ана баласын дұрыс тәрбиелеп, интернетте қауіпсіздік ережелерін сақтап, бөтен адамдармен ақпарат алмасуға болмайтынын үйрету қажет"", - деп қосты сабыров. шавкат сабыров ақпараттық қауіпсіздікке қатысты халықтың сауаттылық деңгейін көтеру үшін ағарту жұмыстары мен әлеуметтік жарнама қажет деп санайды.",social,international,2847
"голливудта жұмыс істейтін әйелдердің 94 пайызы зорлық құрбаны болған - бақ голливудта жұмыс істейтін әйелдердің 94 пайызы зорлық құрбаны болған - бақ голливудта қанша әйелдің зорлаушылардың құрбаны болғаны анықталды, - деп жазады lenta.ru. голливудта қанша әйелдің зорлаушылардың құрбаны болғаны анықталды, - деп жазады lenta.ru. америкалық usa today газеті жүргізген сауалнаманың нәтижелеріне қарағанда, киноиндустрия саласында жұмыс істейтін әйелдердің 94 пайызы алымсақтықтың құрбаны болған. ал тағы бір бөлігі зорлықшылардың құрбаны болған екен. сондай-ақ, зерттеудегі мәліметтерге қарағанда, сауалнамаға жауап берген әйелдердің 21 пайызы оларды жыныстық қатынасқа мәжбүрлегендерін айтады. айта кетейік, зерттеуге ойын-сауық индустриясында түрлі салаларда жұмыс істейтін 843 әйел қатысты. онда продюсерлер, актерлер, режиссерлер, сценаристер мен редакторлар да бар. 2017 жылдың қазан айында ондаған әйел голливуд продюсері харви вайнштейді сексуалдық тұрғыда бопсалады және зорлады деген айыптар таққан еді. ол әйелдердің қатарында кара делевинь, леа сейду мен анджелина джоли бар.",crime,other,1085
"гаитиде мемлекеттік төңкерістің жолы кесілді гаитиде мемлекеттік төңкерістің жолы кесілді гаити құқыққорғау органдары елдегі мемлекеттік төңкерістің алдын алды. бұл туралы президент жовенель моиз туссен-лувертюр халықаралық әуежайында өткен баспасөз брифингінде мәлімдеді, - деп хабарлайды tengrinews.kz тілшісі deutsche welle-ге сілтеме жасап. гаити құқыққорғау органдары елдегі мемлекеттік төңкерістің алдын алды. бұл туралы президент жовенель моиз туссен-лувертюр халықаралық әуежайында өткен баспасөз брифингінде мәлімдеді, - деп хабарлайды tengrinews.kz тілшісі deutsche welle-ге сілтеме жасап. ресми биліктің мәліметінше, мемлекеттік төңкеріске жергілікті арнайы қызметтер кедергі келтірді. қастандық жасаушылар мемлекет басшысын өлтіріп, әскери төңкеріс жасауды жоспарлаған. барлығы 20 адам ұсталып, олардың қаруы тәркіленген. әділет министрі төңкерісті дайындауға биліктің жоғары лауазымды өкілдері қатысқанын атап өтті. гаити ұлттық полициясының директоры леон чарльз тұтқындардан қолма-қол ақша мен бірнеше қару-жарақ, соның ішінде мылтық, пулемет және мачете тәркіленгенін айтты. ""бұл адамдар ұлттық сарайдың қауіпсіздік өкілдерімен, президентті қамауға алу, сондай-ақ жаңа президентті тағайындауға көмектесу міндеті жүктелген жоғары лауазымды тұлғалармен байланысқа шыққан"", - деді премьер-министр джозеф джут. айта кету керек, бұл төңкеріс елдегі алғашқы оқиға емес. 2018 жылы белгісіз біреулер ел президенті жовенель моизге қастандық жасаған болатын. сілтемесіз жаңалық оқисыз ба? онда ""вконтакте"" желісінде парақшамызға тіркеліңіз!",politics,other,1546
"министрлік балабақшалар жұмысына қатысты арыз-шағымдарды жариялады министрлік балабақшалар жұмысына қатысты арыз-шағымдарды жариялады оқу-ағарту министрлігіне балабақшалардың жұмысына қатысты ондаған арыз-шағым түсті, - деп хабарлайды tengrinews.kz тілшісі. оқу-ағарту министрлігіне балабақшалардың жұмысына қатысты ондаған арыз-шағым түсті, - деп хабарлайды tengrinews.kz тілшісі. ведомсвто мәліметіше, өтініштер арасында балаларды ұстау жағдайлары, сондай-ақ қызметкерлердің жұмысы мен балалардың денсаулығы мен өміріне зиян келтіру туралы шағымдар бар. ""соңғы түскен арыз-шағымдар бойынша тексеру жұмыстары жүргізіліп, балалардың өмірі мен денсаулығына зиян келтіру фактілері бойынша 5 әкімшілік іс қозғалды. ішкі істер министрлігі мектепке дейінгі ұйымдарға қатысты 15 әкімшілік іс қозғады. резонанс тудырған оқиғалардың бірі - нұр-сұлтан қаласындағы ""сәті"" жекеменшік балабақшасында бүлдіршіндерге қатысты теріс қылық фактілері тіркелген оқиға. онда балабақша қызметкерлері балаларды еденге сүйреп, бұрышқа тұрғызып, еденге итеріп, жылауын тоқтатуға мәжбүрлеген"", - делінген хабарламада. атырау қаласындағы жекеменшік мектепке дейінгі мекемеде топтағы балалардың көп болуына байланысты тәрбиеші балаларға дұрыс бақылау жүргізбеген. соның салдарынан балабақшаның үш тәрбиеленушісі 2019 жылы туған қызды ұрып-соғып, жарақаттаған. ""қызылордада жекеменшік балабақшалардың бірінің жүргізушісі мекемеге 7 баланы алып келген. балаларды балабақшаға кіргізген тәрбиешінің көмекшісі бір баланың көшеде қалып қойғанын байқамай қалған. жүргізуші де балаға мән бермей, баланы қағып кеткен. салдарынан бала ауруханаға бара жатқан жолда қаза болды. осы факт бойынша қылмыстық іс қозғалды"", - делінген хабарламада. оқу-ағарту министрлігі мәліметінше, теміртауда қыздың бетін көрпемен жауып, баланы тұншықтырмақ болған мұғалімге қатысты үкім шыққан. сот тәрбиешіні қазақстан республикасы қылмыстық кодексінің 140-бабының 2-бөлігімен кінәлі деп танып, оған 3 жыл мерзімге кәмелетке толмағандармен жұмыс істеуге байланысты лауазымдарды атқару құқығынан айыра отырып, 120 сағат қоғамдық жұмыстарға тарту түріндегі жаза тағайындаған. ""ақтөбе қаласындағы ""ботақан"" жеке балабақшасының 4 жасар тәрбиеленушісі күндіз баспалдақтан құлау салдарынан тамақ аймағынан (иек асты) дене жарақатын алды. оқиға туралы ата-анасына ешкім айтпаған, ата-ана оқиға туралы кешкі уақытта ғана біледі. балабақша әкімшілігі балаға алғашқы медициналық көмек көрсетпеген. ата-ананың осы жайды анықтап беруін сұрағанда балабақша меңгерушісі ""балаңызды біздің балабақшадан алыңыз, ұнамаса әкелмеуіңіз керек еді"" деп дөрекі жауап берген. балалар емханасында балаға тігіс салынып, жараның ауырлығына байланысты антибиотиктер тағайындалды. учаскелік полицейлер балабақшадан тәркілеген бейнежазбаға сәйкес, бала дене жарақатын алғаны расталған. видеода бала жылап, иегінен ұстап, өзі дәретханаға барады, қанды өзі жуады, топқа барып, жатады. бейнежазбада балалар өз беттерімен қалып, ересектерсіз балабақшаның екінші қабатында жатқаны да байқалады. тәрбиелеуші 20 минут өткен соң келіп, 4 жасар қыздың жейдесін ауыстырады"", - деді ведомсвто өкілдері. ведомство мәліметінше, қр әқбтк-нің 409-бабы 3-бөлігі бойынша балабақша меңгерушісіне 50 аек мөлшерінде айыппұл салу арқылы әкімшілік іс қозғалған. ""балабақша ашу және жұмыс істеу үшін уәкілетті органға хабарлама жіберу жеткілікті. сонымен қатар, мемлекеттің балабақшаларда қандай жағдай жасалғанын, қабылданған тәрбиешілердің біліктілігі қандай, санитарлық-өрт жағдайы ең төменгі талаптарға сай ма, соны бақылау қызметі жоқ. білім бөлімдерінің мектепке дейінгі ұйымдарды аралап, тексеруге заңды құқығы жоқ. осыған байланысты балабақшалардың лицензиясын қайтару қолға алынып жатыр. бұл балабақшалардағы жағдайдың сапасына, қызметкерлердің біліктілігіне, санитарлық және өрт қауіпсіздігі ережелерінің сақталуына, тамақ өнімдерінің сапасына, бейнебақылау камераларының жұмысына және т.б. талаптарды белгілейді"", - делінген хабарламада. еске салайық, 14 шілдеде мемлекет басшысы қазақстандағы балабақшалардағы мәселелерге жеке-жеке тоқталған болатын.",international,politics,4052
